market_cap,Date
"1,218,776,934,785",09/07/2023
"1,224,545,192,842",10/07/2023
"1,231,376,996,883",11/07/2023
"1,224,422,193,079",12/07/2023
"1,295,551,511,753",13/07/2023
"1,254,811,469,170",14/07/2023
"1,258,396,201,385",15/07/2023
"1,260,259,392,180",16/07/2023
"1,250,111,670,138",17/07/2023
"1,239,842,979,947",18/07/2023
"1,244,748,312,299",19/07/2023
"1,245,690,509,845",20/07/2023
"1,247,902,328,718",21/07/2023
"1,241,796,900,356",22/07/2023
"1,246,367,967,575",23/07/2023
"1,215,173,961,882",24/07/2023
"1,222,799,998,754",25/07/2023
"1,231,128,085,801",26/07/2023
"1,224,425,969,686",27/07/2023
"1,230,534,280,602",28/07/2023
"1,234,743,928,603",29/07/2023
"1,221,119,820,972",30/07/2023
"1,220,838,897,221",31/07/2023
"1,223,923,817,837",01/08/2023
"1,216,768,269,469",02/08/2023
"1,211,561,849,482",03/08/2023
"1,204,653,815,553",04/08/2023
"1,208,428,866,461",05/08/2023
"1,207,359,158,465",06/08/2023
"1,207,076,018,482",07/08/2023
"1,229,222,491,947",08/08/2023
"1,223,492,830,011",09/08/2023
"1,220,167,176,047",10/08/2023
"1,219,022,309,227",11/08/2023
"1,220,763,121,217",12/08/2023
"1,214,474,568,174",13/08/2023
"1,220,328,969,034",14/08/2023
"1,203,740,883,162",15/08/2023
"1,185,723,233,517",16/08/2023
"1,101,323,525,783",17/08/2023
"1,093,593,673,020",18/08/2023
"1,096,622,415,588",19/08/2023
"1,105,172,011,188",20/08/2023
"1,097,103,702,052",21/08/2023
"1,079,388,153,706",22/08/2023
"1,107,249,055,341",23/08/2023
"1,093,965,900,254",24/08/2023
"1,092,561,703,356",25/08/2023
"1,091,718,330,579",26/08/2023
"1,095,252,341,975",27/08/2023
"1,092,873,009,268",28/08/2023
"1,146,144,753,202",29/08/2023
"1,128,650,799,268",30/08/2023
"1,089,859,964,848",31/08/2023
"1,079,165,943,258",01/09/2023
"1,083,487,216,445",02/09/2023
"1,085,042,814,181",03/09/2023
"1,078,968,139,879",04/09/2023
"1,081,662,333,101",05/09/2023
"1,081,003,741,713",06/09/2023
"1,098,458,516,243",07/09/2023
"1,085,160,454,490",08/09/2023
"1,084,989,299,576",09/09/2023
"1,077,064,776,729",10/09/2023
"1,044,747,276,784",11/09/2023
"1,072,654,386,780",12/09/2023
"1,082,479,869,976",13/09/2023
"1,096,701,060,874",14/09/2023
"1,105,429,104,012",15/09/2023
"1,100,942,167,362",16/09/2023
"1,092,082,633,508",17/09/2023
"1,108,969,636,114",18/09/2023
"1,117,909,258,219",19/09/2023
"1,112,093,747,091",20/09/2023
"1,092,764,174,628",21/09/2023
"1,094,559,271,933",22/09/2023
"1,093,550,998,603",23/09/2023
"1,090,557,363,422",24/09/2023
"1,086,089,966,623",25/09/2023
"1,081,633,613,968",26/09/2023
"1,087,249,180,324",27/09/2023
"1,112,959,643,033",28/09/2023
"1,114,692,734,708",29/09/2023
"1,119,521,078,203",30/09/2023
"1,153,294,059,599",01/10/2023
"1,128,873,022,642",02/10/2023
"1,123,379,967,958",03/10/2023
"1,131,018,118,436",04/10/2023
"1,118,298,049,415",05/10/2023
"1,137,300,968,239",06/10/2023
"1,134,058,965,215",07/10/2023
"1,131,826,932,507",08/10/2023
"1,109,700,502,800",09/10/2023
"1,105,157,921,566",10/10/2023
"1,088,618,366,800",11/10/2023
"1,081,640,726,540",12/10/2023
"1,086,164,422,559",13/10/2023
"1,090,063,010,351",14/10/2023
"1,096,926,844,832",15/10/2023
"1,136,555,837,402",16/10/2023
"1,125,679,045,118",17/10/2023
"1,123,277,560,792",18/10/2023
"1,132,313,172,187",19/10/2023
"1,163,009,663,746",20/10/2023
"1,180,439,548,800",21/10/2023
"1,184,770,123,536",22/10/2023
"1,280,710,357,268",23/10/2023
"1,298,076,351,626",24/10/2023
"1,312,031,497,851",25/10/2023
"1,305,126,799,473",26/10/2023
"1,291,280,061,700",27/10/2023
"1,300,857,575,651",28/10/2023
"1,322,756,624,490",29/10/2023
"1,321,981,361,855",30/10/2023
"1,325,559,210,909",31/10/2023
"1,351,964,680,376",01/11/2023
"1,334,530,230,543",02/11/2023
"1,340,007,402,666",03/11/2023
"1,362,611,898,834",04/11/2023
"1,369,399,956,109",05/11/2023
"1,387,381,829,379",06/11/2023
"1,385,229,848,584",07/11/2023
"1,400,200,362,488",08/11/2023
"1,442,459,720,771",09/11/2023
"1,472,948,008,185",10/11/2023
"1,460,164,989,183",11/11/2023
"1,471,782,468,094",12/11/2023
"1,446,936,435,529",13/11/2023
"1,416,529,683,257",14/11/2023
"1,488,061,922,198",15/11/2023
"1,437,452,615,822",16/11/2023
"1,440,673,762,702",17/11/2023
"1,439,275,742,379",18/11/2023
"1,457,124,588,230",19/11/2023
"1,469,654,968,173",20/11/2023
"1,417,549,509,318",21/11/2023
"1,478,247,142,099",22/11/2023
"1,475,623,500,021",23/11/2023
"1,489,871,963,433",24/11/2023
"1,496,513,834,844",25/11/2023
"1,492,347,678,943",26/11/2023
"1,461,852,018,444",27/11/2023
"1,491,014,862,700",28/11/2023
"1,486,336,940,629",29/11/2023
"1,489,202,802,201",30/11/2023
"1,520,202,593,589",01/12/2023
"1,551,594,441,370",02/12/2023
"1,574,656,379,026",03/12/2023
"1,608,334,059,255",04/12/2023
"1,677,278,978,202",05/12/2023
"1,662,043,854,310",06/12/2023
"1,674,824,713,845",07/12/2023
"1,718,036,987,972",08/12/2023
"1,715,831,722,194",09/12/2023
"1,711,901,808,666",10/12/2023
"1,623,186,187,042",11/12/2023
"1,628,620,717,919",12/12/2023
"1,681,665,387,903",13/12/2023
"1,706,722,154,422",14/12/2023
"1,660,759,555,833",15/12/2023
"1,666,261,665,345",16/12/2023
"1,645,767,299,802",17/12/2023
"1,660,150,811,271",18/12/2023
"1,656,821,778,445",19/12/2023
"1,701,987,125,822",20/12/2023
"1,733,799,782,635",21/12/2023
"1,745,971,275,107",22/12/2023
"1,751,726,722,036",23/12/2023
"1,729,502,922,307",24/12/2023
"1,764,424,854,352",25/12/2023
"1,726,891,139,897",26/12/2023
"1,772,043,633,504",27/12/2023
"1,749,982,855,946",28/12/2023
"1,715,175,957,088",29/12/2023
"1,725,915,291,558",30/12/2023
"1,725,301,893,756",31/12/2023
"1,773,705,759,190",01/01/2024
"1,805,076,979,964",02/01/2024
"1,713,247,175,543",03/01/2024
"1,766,189,004,836",04/01/2024
"1,741,070,491,419",05/01/2024
"1,726,996,940,233",06/01/2024
"1,712,863,027,166",07/01/2024
"1,813,283,591,680",08/01/2024
"1,784,820,497,337",09/01/2024
"1,862,750,636,448",10/01/2024
"1,858,580,923,260",11/01/2024
"1,740,717,321,057",12/01/2024
"1,773,493,527,808",13/01/2024
"1,750,633,752,776",14/01/2024
"1,756,609,187,985",15/01/2024
"1,767,027,974,987",16/01/2024
"1,761,552,615,896",17/01/2024
"1,711,335,196,787",18/01/2024
"1,720,003,937,297",19/01/2024
"1,723,628,770,900",20/01/2024
"1,718,396,846,216",21/01/2024
"1,641,111,170,745",22/01/2024
"1,611,004,724,522",23/01/2024
"1,628,689,467,140",24/01/2024
"1,629,262,857,255",25/01/2024
"1,691,644,401,400",26/01/2024
"1,701,693,835,145",27/01/2024
"1,690,798,059,140",28/01/2024
"1,740,113,306,497",29/01/2024
"1,743,234,341,428",30/01/2024
"1,726,150,031,894",31/01/2024
"1,693,344,158,684",01/02/2024
"1,724,291,152,004",02/02/2024
"1,730,067,353,959",03/02/2024
"1,708,596,709,358",04/02/2024
"1,716,337,925,675",05/02/2024
"1,741,837,861,152",06/02/2024
"1,776,643,910,442",07/02/2024
"1,808,261,120,261",08/02/2024
"1,871,882,825,034",09/02/2024
"1,887,497,847,411",10/02/2024
"1,890,739,728,778",11/02/2024
"1,964,469,452,094",12/02/2024
"1,948,344,990,957",13/02/2024
"2,031,392,265,575",14/02/2024
"2,041,273,913,909",15/02/2024
"2,043,708,153,776",16/02/2024
"2,036,451,161,955",17/02/2024
"2,075,395,237,679",18/02/2024
"2,088,163,304,972",19/02/2024
"2,092,257,356,290",20/02/2024
"2,056,054,886,517",21/02/2024
"2,070,949,101,993",22/02/2024
"2,042,239,700,259",23/02/2024
"2,080,330,841,081",24/02/2024
"2,101,044,373,465",25/02/2024
"2,193,134,555,511",26/02/2024
"2,253,942,181,811",27/02/2024
"2,365,244,722,500",28/02/2024
"2,365,489,199,848",29/02/2024
"2,440,454,619,779",01/03/2024
"2,446,450,734,616",02/03/2024
"2,478,734,501,172",03/03/2024
"2,623,783,272,033",04/03/2024
"2,469,979,128,193",05/03/2024
"2,615,960,184,646",06/03/2024
"2,672,384,796,887",07/03/2024
"2,714,297,615,104",08/03/2024
"2,732,189,886,472",09/03/2024
"2,708,548,722,087",10/03/2024
"2,860,297,669,308",11/03/2024
"2,815,604,753,558",12/03/2024
"2,891,926,332,756",13/03/2024
"2,845,764,838,219",14/03/2024
"2,754,252,423,690",15/03/2024
"2,630,249,413,779",16/03/2024
"2,720,378,999,407",17/03/2024
"2,666,873,636,095",18/03/2024
"2,457,509,365,846",19/03/2024
"2,672,145,927,608",20/03/2024
"2,611,103,222,536",21/03/2024
"2,516,770,070,070",22/03/2024
"2,589,086,088,778",23/03/2024
"2,665,693,636,841",24/03/2024
"2,781,699,248,455",25/03/2024
"2,782,143,894,581",26/03/2024
"2,743,906,158,338",27/03/2024
"2,792,962,942,548",28/03/2024
"2,773,028,905,592",29/03/2024
"2,762,940,430,712",30/03/2024
"2,820,764,936,025",31/03/2024
"2,753,391,784,706",01/04/2024
"2,607,689,260,893",02/04/2024
"2,615,953,587,590",03/04/2024
"2,659,311,041,271",04/04/2024
"2,647,613,707,948",05/04/2024
"2,699,759,469,600",06/04/2024
"2,710,800,044,119",07/04/2024
"2,831,434,525,819",08/04/2024
"2,728,832,818,103",09/04/2024
"2,755,916,630,741",10/04/2024
"2,739,797,748,830",11/04/2024
"2,552,924,509,779",12/04/2024
"2,417,497,027,132",13/04/2024
"2,493,645,411,194",14/04/2024
"2,431,921,308,512",15/04/2024
"2,427,375,412,770",16/04/2024
"2,362,634,340,749",17/04/2024
"2,426,393,084,262",18/04/2024
"2,446,655,625,447",19/04/2024
"2,501,265,782,304",20/04/2024
"2,509,931,241,140",21/04/2024
"2,586,472,477,514",22/04/2024
"2,570,695,301,558",23/04/2024
"2,489,735,707,562",24/04/2024
"2,505,360,690,689",25/04/2024
"2,469,416,806,612",26/04/2024
"2,474,771,162,913",27/04/2024
"2,481,052,282,549",28/04/2024
"2,478,944,462,144",29/04/2024
"2,348,786,870,451",30/04/2024
